Date,Mkt-RF,SMB,HML,RF,Mom,Food,Beer,Smoke,Games,Books,Hshld,Clths,Hlth,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal,Oil,Util,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin,Other
195308,-4.58,0.42,-3.62,0.17,2.19,-2.64,-2.46,-5.53,-6.23,-4.72,-3.46,-9.07,0.05,-2.84,-5.36,-4.94,-8.22,-6.37,-6.82,-6.46,-3.28,-5.97,-6.35,-6.27,-0.31,-0.74,-3.05,-2.26,-4.58,-8.45,-0.04,-2.42,-8.94,-2.48,-0.91
195309,0.15,-0.77,-2.59,0.16,2.87,-0.55,-2.69,3.54,-2.38,1.64,-1.38,2.22,0.43,1.9,-1.58,0.49,-0.61,0.39,6,-0.43,0.96,0.33,-1.49,-2.14,1.62,1.86,-4.99,0.1,3.29,-1.56,-2.53,0.26,-0.83,0.13,-1.16
195310,4.58,-1.37,0.08,0.13,0.31,1.35,3.09,-2.11,2.76,5.25,5.77,2.12,2.66,4.38,0.35,7.07,8.14,4.28,7.72,8.05,5.59,3.97,-0.87,5.77,4.48,1.31,1.54,4.7,6.66,2.7,0.8,0.67,0.41,4.32,2.77
195311,2.75,-1.23,-0.35,0.08,1.86,2.63,4.6,-7.85,10.05,2.07,3.94,-4,7.98,4.74,-0.6,2.66,2.1,3.19,6.85,0.76,4.3,0.63,1.84,2.02,3.03,2.32,2.9,1.08,6.87,1.31,1.79,3.24,7.01,3.82,2.62
195312,-0.05,-0.75,-2.95,0.13,5.22,0.94,-1.43,-4.34,2.08,2.68,-0.22,-4.26,-1.34,0.8,-3.71,1.81,-1.06,-0.34,-0.53,-0.81,1.76,-1.36,-5.57,0.52,0.6,0.51,-3.92,2.73,1.13,-3.11,-0.9,1.17,-3.08,0.9,4.31
195401,5.14,0.47,3.48,0.11,-5.78,4.13,6.52,1.78,3.4,3.83,3.73,6.82,5.65,1.08,8.02,6,7.5,7.94,8.1,5.59,8.71,7.39,9.26,8.75,3.3,1.83,10.46,6.53,5.18,6.9,8.07,3.16,10.24,4.02,6.46
195402,1.68,-0.19,-0.24,0.07,1.02,-0.14,-0.24,-3.33,2.3,4.04,-0.06,0.86,-0.18,0.04,1.24,2.64,0.4,2.45,7.57,1.55,5.81,3.06,-9.64,3.08,1.55,2.64,0.36,4.81,1.3,1.24,2.79,0.31,0.36,2.03,1.9
195403,3.64,-0.51,-1.53,0.08,2.04,2.5,-3.49,0.42,5.4,2.52,4.64,1.36,0.28,4.47,-2.54,2.59,5.61,1.92,5.42,3.74,11.83,0.73,-0.35,4.44,2.98,1.7,8.08,10.95,6.22,0.24,-1.02,0.43,1.06,5.04,0.21
195404,4.19,-3.44,-0.49,0.09,4.95,1.14,-0.44,3.88,0.54,5.09,3.52,3.27,1.2,6.74,-5.06,5.52,6.09,5.02,10.73,3.35,0.62,3.17,-7.43,6.1,1.1,2.07,-1.6,2.84,8.14,1.44,1.53,1.46,9.57,5.33,2.69
195405,3.11,0.38,2.54,0.05,-1.9,1.21,5.78,-0.2,4.36,1.74,5.72,-0.31,1.61,3.57,12.88,2.26,6.41,4.67,-3.46,4.32,6.78,7.87,9.23,3.1,2.7,1.09,-2.34,5.72,2.3,4.7,0.91,2.79,10.48,1.77,1.25
195406,1.09,0.4,0.01,0.06,3.49,3.32,-2.22,-9.29,1.14,2.49,4.92,-0.17,-2.43,3.73,1.71,4.86,1.22,2.12,12.68,1.69,3.61,0.94,1.77,-5.81,1.32,0.53,4,2.72,5.88,0.92,4.76,2.26,10.67,3.4,1.07
195407,4.99,0.93,4.29,0.05,0.63,5.34,9.08,8.17,7.3,4.44,2.25,8.36,8.21,2.38,7.88,6.28,7.46,4.89,-1.37,10.21,13.43,4.1,-0.26,4.14,5.46,4.26,6.23,2.97,5.88,6.98,6.44,4.01,11.86,7.18,3.83
195408,-2.3,2.73,-1.68,0.05,-0.81,-2.64,0.22,-1.31,5.65,-0.08,1.71,-5.64,-2.57,-3.3,-3.59,-3.98,-6.15,-2.61,-5.28,-3.66,1.47,-3.12,6.26,0.34,-1.72,-1.68,-1.15,-2.62,-4.36,-3.45,-0.44,-0.15,10.66,-0.33,-1.98
195409,6.34,-2.44,0.57,0.09,1.73,3.41,2.29,5.59,5.62,2.76,5.26,3.25,2.82,7.2,5.01,4.81,7.52,5.74,6.49,13.43,2.73,6.89,10.66,9.68,1.98,2.62,5.26,7.2,4.74,3.79,2.16,4.74,5.81,3.09,5.96
195410,-1.69,0.51,0.72,0.07,0.99,-1.9,-1.22,-2.98,-5.28,-2.95,-0.95,-0.12,-1.62,-4.37,-1.82,1.93,-0.01,1.75,-2.15,-0.43,0.21,-0.9,-3.51,-2.09,-3.84,-0.8,-3.26,-0.26,-0.18,2.15,-2.71,-2.41,-2.02,-1.25,0.78
195411,9.47,-2.47,4.01,0.06,1.84,6.73,6.88,3.53,8.3,5.11,7.05,2.75,12.55,14.6,10.02,13.01,15.37,9.73,10.39,5.72,9.46,13.4,18.93,8.01,5.66,3.46,5.11,19.59,12.13,12.3,10.86,8.28,11.76,11.28,6.26
195412,5.52,2.12,5.68,0.08,-1.35,2.48,8.3,7.75,10.21,4.85,2.9,2.82,6.13,3.75,7.77,3.45,12.23,6.2,4.91,7.56,14.24,2.84,9.21,6.69,3.51,1.52,14.22,1.16,5.52,12.25,5.37,2.01,16.73,4.79,3.78
195501,0.62,0.32,2.04,0.08,1.36,0.68,-4,1.24,-1.69,0.27,-1.08,3.53,-2.88,-2.8,1.66,0.83,3.23,-0.01,3.6,0.76,8.88,1.48,-2.01,0.54,1.49,0.84,-3.39,3.8,-3.86,0.83,-1.39,1.96,3.76,1.11,0.63
195502,3.04,1.43,0.72,0.09,1.04,1.59,1.63,-0.91,1.83,4.66,3.92,3.79,2.85,4.35,2.74,4.48,4.57,4.13,3.73,-0.94,3.36,0.63,3.54,2.13,3.68,4.04,5.63,6.04,4.49,4.74,0.98,1.33,2.08,2.55,5.65
195503,-0.21,-0.67,1.97,0.1,1.05,0.01,-2.15,-0.15,-2.82,-3.32,-1.5,5.55,6.1,-0.98,-5.25,-0.29,3.31,0.6,-3.72,0.03,-3.23,6.26,0.35,0.08,-0.79,-0.09,-3.63,1.17,0.75,-0.41,-2.02,-1.5,-5.77,-0.14,-3.42
195504,3.13,-1.76,0.87,0.1,-0.16,3.77,-1.41,8.79,5.72,0.51,2.03,4.57,0.01,7.96,2.27,4.06,2.51,1.87,4.14,5.5,-6.89,-0.4,1.58,0.65,2.58,1.97,-4.29,6.78,4.58,4.77,3.01,1.8,6.59,-1.22,6.35
195505,1.05,-0.24,-0.77,0.14,0.57,0.1,2.93,-2.12,1.22,-0.53,-0.09,2.72,3.14,5.08,0.12,2.41,1.82,-0.98,-0.41,-0.49,-0.68,4.89,8.6,-0.69,-0.09,1.24,-4.69,1.27,4.02,1.58,0.37,2.95,-4.49,0.82,-3.76
195506,6.48,-4.54,1.7,0.1,4.71,2.51,3.4,-1.01,3.18,5.22,2.63,8.79,0.17,12,5.68,4.06,12.02,4.95,2.13,9.22,-0.07,0.76,9.57,10.78,1.67,0.49,1.79,6.01,11.27,1.8,1.65,4.47,10.48,3.49,0.07
195507,1.93,-1.12,0.34,0.1,-1.21,1.06,0.52,7.27,0.17,1.26,1.43,14.53,0.14,-1.87,2.48,-0.5,-0.37,-0.36,-3.46,15.23,-2.28,-5.05,-0.52,2.86,0.14,2.68,4.75,-2.77,-3.51,-2.37,2.82,2,-0.43,-0.38,-0.93
195508,0.26,-0.44,0.71,0.16,1.74,-1.5,-0.32,1.89,-1.07,-2.78,1.51,-1.18,0.15,2.53,-1.43,0.92,5.98,0.27,3.14,-2.78,6.58,3.46,4.83,-1.16,-2.25,-2.47,-2.76,-2.62,-0.34,-0.83,-0.27,1.86,-4.35,0.36,3.01
195509,-0.36,0.3,-1.01,0.16,1.8,-2.71,-0.75,3.13,-5.32,0.24,-2.92,2.59,-3.2,-2.2,-1.05,0.22,0.81,0.07,-6.12,8.54,-2.54,-1.93,-3.56,-0.19,-0.04,1.09,4.13,-2.04,-0.5,-1.11,-3.3,3.48,-3.73,-3.74,-0.68
195510,-2.75,1.5,-0.11,0.18,-0.55,-0.15,-6.03,-0.26,-3.03,-0.12,-2.55,2.67,0.81,-1.94,-1.89,-2.89,-5.47,-1.98,-4.71,-4.72,2.65,-4.57,1.27,-0.94,-1.37,-1.15,3.05,-4.67,-2.08,-2.85,1.25,-2.57,-2.14,-1.26,-2.7
195511,6.99,-2.15,0.28,0.17,2.71,3.31,3.23,4.55,2.28,7.09,3.17,-5.57,6.26,7.28,3.4,4.31,8.8,8.82,11.64,9.26,11.46,8.13,11.27,8.49,5.88,1.69,-6.21,9.02,7.87,8.2,2.87,5.78,-0.31,4.81,1.19
195512,1.46,2.15,-2.36,0.18,-1.3,0.77,2.09,1.78,-0.78,1.51,-0.08,0.11,6.22,1.88,0.79,2.78,2.42,3.8,5.49,-2.3,7.72,-1.97,8.28,3.66,-2.69,0.93,12.55,3.21,2.97,0.13,1.32,-0.98,4.98,1.96,1.73
195601,-3.02,0.36,0.96,0.22,-1.51,-1.97,0.38,-0.2,-5.53,-1.47,-3.35,-1.53,-6.5,-4.46,-1.2,-3.81,-4.22,-4.04,-5.02,-6.87,-6.55,-2.86,6.8,0.5,-2.67,1.79,-2.49,-4.85,-4.86,-3.13,-0.7,-4.2,-5,-3.63,-2.36
195602,3.76,-0.95,-0.4,0.19,2,2.39,0.06,-3.24,6.94,3.77,6.46,1.54,8.25,3.75,0.59,4.33,4.91,5.19,6.39,5.52,3.76,4.24,13.52,4.24,-0.95,0.16,2.9,5.9,8.39,3.3,5.88,2.56,-0.07,3.75,4.11
195603,6.67,-1.96,-0.8,0.15,3.66,1.78,4.75,1.55,0.61,3.06,3.92,5.71,7.24,5.57,-0.65,10.19,10.41,4.13,7.34,5.25,0.55,4.19,7.45,11.28,1.74,1.34,3.77,12.48,10.87,7.16,3.98,0.19,2.06,4.63,6.74
195604,0.32,-0.01,-0.17,0.19,2.55,0.17,2.17,7.72,2.17,2.67,-0.97,0.97,2.74,-0.92,-3.14,-2.04,4.41,2.84,-1.99,-4.93,2.02,-2.07,-5.19,3.6,-2.15,-0.83,-3.45,2.22,2.22,1.28,2.64,-1.72,-1.41,0.32,-3.02
195605,-5.15,1.39,-1.2,0.23,-1.71,-2.85,-3.85,-4.1,-4.07,1.58,-5.5,-2,-1.24,-5.91,-6.01,-3.66,-9.37,-2.97,-8.35,-4.92,-5.02,-6.54,-3.15,-6.23,0.32,-1.1,-1.64,-2.63,-2.68,-4.69,-2.21,-4.34,2.15,-5.28,-2.69
195606,3.52,-1.45,-1.13,0.2,2.67,-0.22,1.91,0.67,1,3.81,0.86,2.28,3.58,3.95,-0.62,3.35,5.55,6.41,3.81,7.04,3.97,0.61,10.14,2.62,1.01,1.21,12.61,8.26,4.06,2.5,2.46,2.19,4.13,0.78,3.09
195607,4.86,-1.83,0.2,0.22,2.47,2.66,0.44,1.85,0.79,4.55,2.4,0.53,3.1,2.78,0.56,5.11,10.52,8.52,5.12,4.79,5.49,2.53,2.4,6.16,5.24,2.71,-4.68,5.1,5.06,2.26,8.39,4.67,4.7,3.19,0.84
195608,-3.2,2.24,-1.18,0.17,-0.51,-1.54,1.88,-2.13,1.31,4.08,1.68,0.96,-3.07,-3.56,-2.42,-5.21,-1.88,-3.68,-2.75,0.33,5.13,3.26,-5.58,-5.26,-2.48,-1.32,0.7,-4.22,-7.35,-4.35,-2.92,-4.14,-2.03,-2.61,-2.31
195609,-5.14,1.67,1.77,0.18,-0.7,-3.12,-1.7,-4.17,-3.14,-6.36,-3.82,-2.44,-3.69,-6.81,-2.08,-5.86,-4.54,-3.03,-7.23,-1.96,-4.64,-5.95,-2.29,-5.67,-3.87,-2.76,2.44,-6.66,-7.81,-2.99,-3.42,-4.92,-4.85,-4.38,0.38
195610,0.47,-0.16,-0.06,0.25,2.45,0.1,-2,2.74,1.03,2.18,-2.05,0.98,0.58,0.66,1.55,-2.55,0.8,3.25,3.84,-0.57,3.59,-1.32,7.48,0.46,1.16,-1.43,3.77,2.99,1.04,0.95,1.51,1.16,-0.02,0.56,0.31
195611,0.26,-0.2,1.78,0.2,3.44,0.29,-1.64,-1.05,-1,-0.09,-1.6,-0.94,-1.31,-3.25,-1.38,-4.27,2.5,2.07,-1.94,-3.48,3.94,1.11,5.66,5.43,0.43,1.55,-0.13,3.82,-2.94,-0.87,2.01,-2.42,1.4,1.97,-1.35
195612,3.25,-0.16,-1.94,0.24,3.79,1.09,5.67,2.42,3.62,-2.85,4.88,-0.38,6.05,5.09,-0.43,4.32,4.09,6.7,3.81,2,4.2,2.94,-0.86,4.09,1.77,2.58,11.04,5.32,1.68,2.13,3.64,-0.71,4.67,1.51,6.38
195701,-3.47,3.77,2.21,0.27,-3.11,1.23,-0.13,4.59,1.9,1.71,-3.31,1.16,-2.26,-5.57,2.45,-2.89,-9.28,-1.88,-7.38,-5.24,-1.39,0.2,-5.09,-4.06,2.66,2.89,14.48,-2.43,-2.63,-1.63,4.31,-1.63,6.22,1.6,-0.91
195702,-2.11,-0.73,-0.65,0.24,0.32,-1.24,1.35,-1.14,-1.62,0.34,-2.23,0.77,-0.35,-1.91,-7.08,-2.34,-4.07,-1.84,-0.18,-1.88,-6.36,-0.23,-7.38,-2.11,-0.34,0.34,-1.88,-2.31,-1.13,-4.4,1.42,-1.07,-6.61,-1.1,-3.23
195703,2.18,0.24,-0.36,0.23,-0.22,1.3,1.82,1.1,3.22,1.33,4.73,0.92,8.21,2.5,2.02,1.32,2.14,1.93,5.3,0.52,-0.03,4.59,0.93,3.15,1.72,1.54,10.51,3.93,1.15,1.35,1.13,2.26,0.27,3.44,5.57
195704,4.26,-1.86,-1.21,0.25,0.95,1.31,1.7,0.5,2.42,7.73,-0.36,-2.07,5.43,5.39,-0.06,1.17,4.27,2.83,7.25,7.44,1.97,-0.63,-1.24,6.88,3.16,0.5,0.02,8.98,0.75,2.04,2,0.1,3.41,4.84,-1.27
195705,3.4,-1.06,-2.2,0.26,0.12,0.66,4.23,-0.87,3.84,5.95,-0.76,1.64,4.78,3.68,5.13,7.07,2.03,2.28,4.23,1.26,-0.36,1,5.79,7.52,2.28,1.02,1.98,7.78,4.94,0.71,4.82,2.53,-0.46,2.77,1.05
195706,-0.75,0.63,-0.21,0.24,0.74,-0.02,0.88,-1.57,0.65,2.42,0.28,-0.01,6.45,0,-1.97,-0.59,1.06,-2.36,2.27,0,-5.67,-0.52,-2.47,-1.61,-5.11,-2.11,0.39,8.26,4.03,0.88,0.02,-2.26,2.03,-3.1,-0.08
195707,0.59,-0.55,-0.01,0.3,0.1,1.32,-1.66,-0.48,1.97,0.03,4.14,-0.31,2.98,1.64,-0.6,2.65,-0.09,-1.58,0.54,3.38,-3.32,0.42,-1.42,1.07,0.02,-0.27,3.05,1.16,-0.85,1.99,0.09,2.72,1.68,-0.31,0.71
195708,-5.25,0,-0.31,0.25,0.31,-1.84,-4.01,2.89,-4.68,-4.04,-1.8,-4.4,-2.26,-6.64,-7.53,-7.5,-7.05,-5.59,-6.71,-3.06,-1.48,-6.83,-7.9,-5.63,-2.59,-0.05,-0.25,-7.69,-5.96,-6.06,-8.72,-2.17,-5.28,-3.24,-6.36
195709,-6.02,0.08,0.91,0.26,0.58,-2,-5.21,5.38,-4.34,-0.11,-1.47,-1.58,-3.71,-6.41,-5.76,-5.92,-8.77,-7.38,-6.56,-7.4,-9.78,-8.29,-9.39,-7.82,-1.7,-2.23,1.83,-6.11,-4.2,-6.78,-4.77,0.29,0,-4.06,-6.58
195710,-4.4,-2.57,-1.81,0.29,1.81,-1.86,-2.1,1,-10.36,-7.52,-2.66,-5.11,-0.45,-3.51,-8.31,-3.99,-7.81,-6.6,-3.72,-3.81,-3.88,-5.99,-5.16,-5.66,-0.65,-2.08,-2.61,-1.26,-3.99,-6.61,-7.28,-3.26,-9.67,-5.37,-9.56
195711,2.27,0.34,-2.79,0.28,1.28,3.5,5.25,3.83,5.01,1.38,3.11,0.25,7.77,4.84,3,4.64,-1.21,-1.37,8.21,-4.44,11.68,-4.25,-1.59,2.45,4.38,1.49,1.68,4.22,6.65,-2.59,1.87,1.36,-5.69,4.48,5.05
195712,-3.98,-0.9,-1.68,0.24,7.76,1.45,-2.96,3.2,-4.67,-0.08,2.29,-2.08,-0.38,-3.22,-8.01,-4.3,-8.87,-7.51,-5.62,-6.95,-5.73,-4.54,-8.17,-6.85,2.51,1.25,-1.99,-1.26,-2.91,-6.26,-0.95,-1.93,0.6,-0.76,-2.75
195801,4.71,4.32,4.19,0.28,-7.75,7.02,7.3,5.99,9.76,5.62,2.79,11.79,-0.05,3.48,17.31,8.04,9,10.72,4.1,4.19,6.01,7.63,9.29,1.49,6.24,4.27,4.45,4.69,4.86,11.99,4.36,8.39,10.78,8.64,3.24
195802,-1.53,0.7,0.21,0.12,3.75,2.91,2.89,0.33,-0.75,-4,2.33,1.6,4.92,-3.72,-1.76,-0.19,0.25,-3.35,-3.95,-2.05,-1.77,-2.96,-2.61,-4.63,1.29,0.65,4.21,0.9,-2.01,-2.42,-0.38,1.57,-3.08,1.69,-1.65
195803,3.29,0.8,-1.21,0.09,-1.94,3.87,2.98,6.32,1.45,3.35,4.2,1.34,7.53,-0.32,2.22,2.71,2.01,3.79,0.88,2.28,0.4,6.02,1.16,8.08,1.97,1.17,4.67,4.62,3.47,0.25,6.72,4.21,13.01,2.66,5.34
195804,3,-0.66,1.62,0.08,1.85,3.04,3.68,4.58,2.51,4.98,2.36,2.27,7.52,0.89,5.93,0.65,1.15,2.59,-1.07,3.85,3.51,0.12,4.29,5.17,5.08,2.69,-0.48,1.5,1.86,6.77,2.19,3.04,-2.83,1.33,-1.28
195805,2.35,2.14,-0.19,0.11,-1.85,3.25,3.44,0.57,4.99,3.5,0.07,6.31,1.07,1.68,5.55,1.69,6.89,3.78,2.38,4.17,5.35,4.32,6.67,0.32,1.41,2.1,0.6,0.89,4.78,3.72,4.49,3.63,12.32,1.73,4.68
195806,2.92,-0.24,0.5,0.03,-0.87,2.61,3.08,3.98,5.48,0.47,2.8,5.77,3.23,3,0.99,3.14,0.76,2.32,1.77,3,1.86,4.07,2.13,4.86,2.16,1.63,1.72,5.93,1.76,2.72,1.49,2.12,3.77,3.22,5.26
195807,4.42,0.43,3.12,0.07,-3.6,1.7,3.3,-0.1,2.15,-0.94,10.22,-0.31,5.91,7.74,7.88,6.4,11.54,8.25,4.71,9.69,5.86,5.67,12.18,0.52,1.12,0.91,3.02,2.64,5.65,9.02,5.02,2.01,3.54,1.97,6.07
195808,1.87,1.24,0.25,0.04,0.26,2.49,5.08,2.3,6.4,8.66,-1.21,2.05,2.02,2.64,6.29,2.29,2.9,3.82,2.34,-0.41,0.42,-0.86,3.04,1.96,-1.04,2.32,0.75,1.94,3.02,2.66,5.03,5.51,5.47,3.42,6.44
195809,4.67,0.02,3.03,0.19,-1.12,2.02,6.21,8,7.94,7.83,4.39,4.89,11.71,2.98,5.84,3.64,8.36,4.12,5.31,9.76,-0.34,1.09,-0.4,3.29,3.51,5.22,6.99,6.77,4.21,7.42,2.2,4.09,13.61,0.16,0.84
195810,2.57,1.24,-1.6,0.18,3.18,1.79,5.99,1.71,7.72,5.25,9.25,3.28,1.02,0.82,4.74,1.08,4.64,3.04,4.55,2.36,5.91,2.87,2.34,1.21,4.24,1.32,0.98,5.24,2.14,3.93,1.67,1.98,5.16,3.66,1.04
195811,2.94,2.05,-1.39,0.11,1.56,5.04,5.54,1.78,4.56,7.82,4.43,-1.21,8.04,3.48,3.54,4.99,0.74,4.47,3.74,3.12,0.32,3.11,-1.12,2.08,2.97,2.16,4.01,4.81,3.53,4.61,4.67,5.72,16.06,2.26,-0.92
195812,5.07,-2.1,-0.21,0.22,-0.72,3.58,0.7,3.79,0.3,-1.47,1.81,3.56,4.65,5.71,3.83,5.26,6.43,3.02,11.18,3.86,0.89,4.72,3.85,1.18,5.98,13.61,6.63,14.7,3.2,2.16,7.12,5.22,-5.83,4.81,5.32
195901,0.71,3.04,2.92,0.21,-0.23,2.41,2.5,8.8,3.76,3.88,2.17,16.91,-0.62,-0.14,4.02,1.21,1.95,1.57,0.17,0.3,0.25,4.33,1.75,0.46,1.24,3.84,5.87,-3.86,0.96,4.18,4.38,3.75,-0.15,-2.34,0.73
195902,0.94,1.43,1.09,0.19,3.38,2.97,2.99,0.7,6.12,-1.41,3.42,3.05,3.86,5.21,4.21,4.31,1.3,2.72,4.5,-0.2,5.15,0.98,-1.46,-7.42,1.25,4.79,0.2,6.04,3.61,1.3,5.02,2.92,0.7,3.41,5.46
195903,0.23,1.34,-0.16,0.22,0.08,-0.68,-2.44,2.36,4.12,-0.22,7.98,1.98,4.23,1.29,0.65,-0.65,-3.72,0.06,3.51,-0.71,3.76,1.14,0.23,2.11,1.65,-0.32,9.76,1.25,-0.82,0.39,-1.5,-2.3,5.16,-2.67,3.51
195904,3.59,-0.59,-1.15,0.2,3.14,1.98,1.5,3.94,9.48,-0.02,-1.26,-0.7,11.92,7.09,3.75,4.43,2.14,3.79,6.78,9.42,1.14,-1.45,-0.32,1.69,-1.12,4.68,1.96,9.79,1.74,4.09,4.67,1.42,-1.82,1.52,-4.11
195905,1.73,-2.17,1.95,0.22,1.49,3.95,0.84,-5.91,0.11,-1.75,2.59,0.35,-1.08,5.76,1.78,4.21,4.89,4.37,0.93,5.59,1.94,-3.73,-1.07,-0.98,-1.07,-1,-4.04,7.86,-0.96,0.79,-0.96,2.6,-2.63,0.78,4.62
195906,-0.19,0.68,1.34,0.25,2.91,-0.08,0.37,4.61,3.96,0.79,-0.89,1.88,6.54,-1.39,6.44,1.21,4.72,3.97,-0.49,0.54,-4.07,-3.27,2.16,-2.7,-2.23,-1.52,2.02,-0.86,2.28,1.59,-1.1,1.8,1.85,2.7,0.67
195907,3.17,-0.28,0.18,0.25,-0.38,3.59,10.3,0.8,3.52,9.02,2.25,-1.15,4.71,6.35,6.25,2.5,3.48,2.53,0.08,7.03,0.2,3.66,13.78,4.75,3.86,0.43,-0.57,0.54,2.87,-1.08,1.74,1.66,2.61,1.01,1.06
195908,-1.43,-0.76,0.4,0.19,-0.96,-1.09,-2.44,3.12,-1.89,2.33,3.26,-0.51,-3.49,-3.33,-2.6,-2.8,1.9,-1.73,-3.11,1.65,-10.72,-2.06,-1.96,-3.14,1.38,0.43,5.86,-2.79,-0.37,-2.56,-1.7,0.88,6.92,-1.67,-4.18
195909,-4.8,-0.11,0.53,0.31,0.81,-3.08,-4.26,-3.04,-5.24,-5.25,-6.24,-1.17,-5,-5.11,-2.33,-4.71,-5.24,-6.71,-4.5,-4.26,-5.39,-4.99,-5.31,-6.91,-4.31,-0.99,-6.65,-3.89,-3.1,-3.21,-4.11,-1.84,-2.6,-4.13,-3.55
195910,1.27,1.49,-2.13,0.3,3.49,3.44,1.06,5.96,7.4,5.48,4.35,2.67,2.38,1.58,-2.08,3.83,-1.23,2.41,5.44,-0.09,3.65,-1.54,4.91,1.05,0.88,0.84,5.12,4.45,1.41,-0.6,9.62,0.36,16.5,1.26,-1.53
195911,1.59,1.32,-3.32,0.26,2.38,0.28,1.84,2.1,3.76,0.69,3.18,1.42,5.58,2.32,1.11,2.25,-0.23,0.29,10.08,0.03,11.45,0.59,0.76,-0.44,0.43,-1.14,-0.44,7.75,6.07,-2.08,2.43,2.04,-5.17,3.16,4.95
195912,2.46,-0.58,-0.04,0.34,0.95,2.3,0.68,-2.68,1.92,7.63,0.88,0.68,-1.61,3.35,0.09,2.27,2.39,3.1,5.76,5.63,-4.5,2.58,1.02,4.27,2.13,4.43,-1.28,0.98,1.39,2.27,1.68,2.62,-1.47,0.4,-1.32
196001,-6.97,2.19,2.69,0.33,-3.36,-3.56,-5.39,-1.7,0.77,-5.11,-7.19,-7.26,-6.31,-9.57,-4.73,-6.64,-8.63,-4.06,-11.44,-11.41,-4.45,-3.66,-8.18,-7.33,-2.08,0.52,-4.31,-7.52,-8.7,-3.87,-5.77,-5.96,-10.69,-4.95,-3.58
196002,1.13,0.61,-2.05,0.29,3.94,3.59,-1.86,2.59,4.69,2.75,9.37,0.7,0.28,-0.47,1.19,2.72,-1.83,-1.28,5.66,-1.86,2.54,4.29,-2.3,-3.39,2.78,9.06,-0.11,5.24,2.9,-0.8,2.34,3.79,0.7,0.24,0.07
196003,-1.63,-0.47,-2.79,0.35,1.46,-1.82,-2.55,0.19,-0.36,2.46,-0.42,-1.5,1.56,-2.41,-6.28,-1.17,-5.22,-3.24,-0.7,-6.32,-7.91,0.68,-6.26,-0.74,1.79,0.13,-2.24,3.4,-2.18,-4.24,1.92,0.01,-2.51,0.13,0.09
196004,-1.72,0.33,-2.25,0.19,2.85,1,-2,1.56,5.77,-0.96,-1.13,0.34,1.66,-5.28,-1.99,-2.83,-5.38,-4.51,-0.67,-2.13,-1.28,0.46,-2.56,-4.22,1.37,-0.9,2.31,1.91,0.11,-1.35,1.81,-0.46,7.67,-0.19,-0.81
196005,3.13,1.4,-3.89,0.27,4.8,8.18,-0.3,2.72,7.22,12.11,7.7,0.88,13.76,3.55,1.95,3.66,2.23,1.72,7.02,0.58,9.4,3.91,3.02,-3.49,1.53,3.49,-3.72,12.12,2.85,1.22,1.1,3.08,-2.17,0.65,0.24
196006,2.06,-0.18,-0.32,0.24,0.97,5.49,0.71,4.97,5.42,0.11,6.5,-0.11,-0.15,0.56,4.99,2.21,1.67,2.52,0.12,-0.05,0.8,-1.01,-2.1,3.6,5.82,-0.36,-2.5,2.68,3.53,1.78,5.91,3.98,2.22,4.29,8.42
196007,-2.4,-0.5,2.22,0.13,-0.82,-1.83,-0.73,4.77,-4.59,0.42,-0.33,-1.87,-4.05,-6.67,-2.58,-6.16,-2.31,-3.55,-7.04,-1.22,1.28,-2.57,1.42,0.83,-1.24,0.22,2.18,-1.84,-4,-3.76,-4.48,-2.84,-2.33,-0.58,-1.07
196008,3.06,0.91,-0.45,0.17,1.82,4.78,3.17,5.34,8.25,3.74,5.2,2.52,2.57,1.37,-0.54,1.42,0.67,1.04,-0.45,3.12,7.79,3.72,3.67,4.05,4.46,7.2,2.85,2.78,1.23,2.93,2.14,3.13,-1.05,2.96,0.41
196009,-6.02,-1.15,1.51,0.16,0.3,-3.67,-4.74,-1.9,-3.48,-5.91,-8.97,-3.83,-8.69,-6.52,-5.3,-5.78,-8.23,-5.53,-10.25,-5.77,-8.34,-2.8,-5.66,-1.02,-4.56,-5.86,-2.32,-7.43,-7.07,-7.29,-8.24,-8.22,4.44,-5.44,-6.36
196010,-0.7,-3.93,2.74,0.22,1.25,1.34,0.75,4.1,-0.48,2.45,6.36,-2.47,-3.55,-1.37,-3.17,-4.32,-2.41,-2.06,-3.55,-1.06,1.17,3.55,-2.76,2.48,-0.32,0.05,1.99,-3.24,-1.72,0.07,-3.57,0.33,-4.75,-0.82,-0.45
196011,4.72,0.36,-2.43,0.13,3.65,9.31,6.65,5.58,12.77,10.38,8.94,2.86,3.93,4.36,1.06,6.45,1.28,8.42,5.47,-0.27,7.43,6.19,5.88,3.41,3.78,4.26,11.84,8.24,5.27,4.73,8.86,6.14,2.57,8.41,5.33
196012,4.69,-1.58,-0.54,0.16,1.5,4.86,-0.37,3.7,7.72,7.3,1.88,2.32,6.22,2.97,0.9,4.54,4.63,4.48,1.08,-0.23,2.7,5.04,3.29,5.27,6.42,12.29,7.39,4.46,5.75,4.15,4.23,1.95,3.24,5.52,6.48
